pegy,insider,sentiment,vix,regime_code,time_of_day,regime,conviction,confidence,should_trade,expected_return
0.1213,0.2478,0.04,66.84,3,0.212,crisis,0.0511,0.9963,0,-0.0261
0.7551,0.8724,0.9497,22.74,0,0.9415,bull,0.9678,0.9968,1,0.0797
0.5375,0.4397,0.7471,26.52,2,0.7785,sideways,0.5902,0.9918,0,-0.0083
0.6571,0.0104,0.535,5.74,0,0.9901,bull,0.5467,0.9606,0,-0.0245
0.3379,0.0,0.0439,65.79,3,0.4225,crisis,0.0491,0.9887,0,0.016
0.7406,0.8988,0.7763,5.08,0,0.162,bull,0.9525,0.9977,1,0.1212
0.8102,0.6757,1.0,13.27,0,0.4949,bull,0.9497,0.9911,1,0.0871
0.6982,0.9153,0.8721,16.39,0,0.5991,bull,0.9516,0.9956,1,0.0693
0.6945,0.4896,0.9241,7.13,0,0.7188,bull,0.8344,0.9843,1,0.0988
0.2788,0.0122,0.1084,67.88,3,0.4312,crisis,0.0488,0.9939,0,-0.0057
0.7119,0.6778,0.4351,26.27,2,0.0224,sideways,0.6363,0.9924,0,0.0017
0.7217,0.6981,0.9813,20.29,0,0.1265,bull,0.9094,0.9918,1,0.1064
1.0,0.8095,0.7988,21.79,0,0.6501,bull,0.9888,0.9957,1,0.1375
0.0889,0.1197,0.0481,78.43,3,0.3424,crisis,0.0321,0.9996,0,-0.0011
0.6077,0.9268,0.682,12.33,0,0.8641,bull,0.8767,0.9907,1,0.0979
0.4062,0.2895,0.6115,19.34,2,0.6844,sideways,0.4826,0.9911,0,0.002
0.4249,0.0,0.5631,64.0,1,0.2218,bear,0.2256,0.9713,0,0.0003
0.6611,0.4628,0.4285,21.06,2,0.2855,sideways,0.5627,0.9947,0,-0.0008
0.8842,0.6124,0.6691,7.55,0,0.1247,bull,0.8682,0.9931,1,0.0866
0.2415,0.1898,0.6456,50.98,1,0.908,bear,0.255,0.9792,0,-0.0068
0.4245,0.5341,0.0,39.34,1,0.4964,bear,0.265,0.9735,0,-0.0123
0.0522,0.1102,0.0,84.22,3,0.6398,crisis,0.0217,0.999,0,-0.0152
0.7801,0.7103,0.8336,5.0,0,0.893,bull,0.9177,0.9987,1,0.0926
0.7087,0.7814,0.5731,17.07,0,0.0649,bull,0.8219,0.9963,1,0.0904
0.3285,0.1066,0.1653,50.76,1,0.6771,bear,0.172,0.9956,0,-0.0043
0.1857,0.1444,0.1703,74.35,3,0.372,crisis,0.054,0.9999,0,-0.0138
0.4136,0.312,0.5581,56.17,1,0.1725,bear,0.2961,0.9949,0,-0.0072
0.8393,0.5086,0.7384,16.71,0,0.4796,bull,0.821,0.9904,1,0.0325
0.8144,0.5082,0.6226,12.35,0,0.8368,bull,0.7865,0.992,1,0.0567
0.5508,0.8713,0.7766,24.62,0,0.4342,bull,0.8439,0.991,1,0.0748
0.8356,0.5292,0.5727,18.1,0,0.5549,bull,0.7768,0.9908,1,0.0335
0.5963,0.756,0.6419,22.85,2,0.7973,sideways,0.6819,0.9977,0,-0.0073
0.2424,0.2271,0.1869,31.85,1,0.0387,bear,0.2029,0.9997,0,-0.0096
0.9162,0.4422,0.9598,21.09,0,0.9115,bull,0.8807,0.9725,1,0.0841
0.5608,0.4721,0.5063,17.68,2,0.5538,sideways,0.5599,0.9993,0,-0.0097
0.771,1.0,0.8348,13.95,0,0.3986,bull,0.9994,0.9953,1,0.0979
0.393,0.4177,0.6366,17.53,2,0.09,sideways,0.5261,0.994,0,-0.0162
0.6611,0.5542,0.9191,15.71,0,0.5163,bull,0.8289,0.9883,1,0.0601
0.3044,0.2935,0.1505,31.1,1,0.5169,bear,0.2242,0.9975,0,0.0034
0.6482,0.5567,0.6379,29.57,2,0.6702,sideways,0.6266,0.9992,0,-0.0154
0.132,0.3823,0.0066,45.38,1,0.1481,bear,0.1665,0.9878,0,-0.013
0.8511,0.6035,0.93,11.27,0,0.7198,bull,0.9223,0.9903,1,0.0986
0.0834,0.2323,0.0485,74.76,3,0.7043,crisis,0.0434,0.9968,0,0.0032
0.3173,0.4866,0.2947,39.95,1,0.1955,bear,0.2834,0.9963,0,-0.0083
0.8428,0.3189,0.8283,10.3,0,0.453,bull,0.7936,0.9703,1,0.035
0.8308,0.9677,0.7825,8.22,0,0.4619,bull,1.0,0.9969,1,0.0866
0.6873,0.7392,0.7392,17.48,0,0.0797,bull,0.847,0.9997,1,0.0894
0.8017,0.8796,0.7095,31.48,0,0.8702,bull,0.9022,0.9976,1,0.0915
0.8526,1.0,0.7632,11.77,0,0.5307,bull,1.0,0.9952,1,0.1261
0.9548,0.7307,1.0,14.58,0,0.3002,bull,1.0,0.9931,1,0.1186
0.7273,0.5147,0.5685,25.13,2,0.175,sideways,0.6271,0.9959,0,-0.0137
0.3779,0.6999,0.546,17.47,2,0.0248,sideways,0.5836,0.9914,0,-0.0091
0.3763,0.0,0.4432,49.08,1,0.1817,bear,0.21,0.981,0,0.0066
0.2672,0.5254,0.2911,46.39,1,0.5281,bear,0.2737,0.9932,0,-0.0072
1.0,0.4521,0.8243,15.21,0,0.4259,bull,0.8842,0.9739,1,0.0763
0.3875,0.4712,0.4063,57.35,1,0.2538,bear,0.2962,0.9994,0,-0.0125
0.7427,0.4998,1.0,14.07,0,0.1205,bull,0.8644,0.9791,1,0.0669
0.841,0.9214,0.6462,20.93,0,0.199,bull,0.9302,0.9933,1,0.08
0.5146,0.1418,0.4471,45.43,1,0.8722,bear,0.2734,0.9868,0,-0.0213
0.5376,0.5514,0.8989,5.28,0,0.4026,bull,0.7975,0.986,1,0.0662
0.537,0.2477,0.3805,16.01,2,0.9195,sideways,0.4565,0.993,0,-0.0095
0.52,0.465,0.2279,36.71,1,0.2542,bear,0.3132,0.992,0,-0.0256
0.2432,0.0702,0.2928,45.02,1,0.3936,bear,0.1748,0.9955,0,-0.0148
0.4318,0.3959,0.4231,27.18,2,0.0789,sideways,0.4633,0.9999,0,-0.0048
0.3797,0.4524,0.4847,59.25,1,0.5246,bear,0.3024,0.999,0,-0.0041
0.5308,0.4114,0.3764,24.41,2,0.6995,sideways,0.4901,0.9978,0,-0.0111
0.096,0.0,0.7295,35.14,1,0.0321,bear,0.2159,0.9476,0,-0.0169
0.2728,0.0,0.2031,93.22,3,0.403,crisis,0.0428,0.9933,0,0.0111
0.2329,0.2476,0.2207,44.82,1,0.3106,bear,0.1975,0.9999,0,0.003
0.5401,0.8296,0.7207,21.84,0,0.5893,bull,0.8146,0.9929,1,0.0892
0.4389,0.4834,0.6339,24.92,2,0.7951,sideways,0.5478,0.9965,0,-0.0347
0.8834,1.0,0.7883,19.75,0,0.5885,bull,1.0,0.9963,1,0.1256
0.3332,0.4128,0.3025,44.48,1,0.1243,bear,0.2679,0.9989,0,-0.0166
0.776,1.0,0.6146,18.08,0,0.0196,bull,0.9307,0.9875,1,0.0926
0.5212,0.5826,0.1151,39.26,1,0.5856,bear,0.3157,0.9785,0,-0.0152
0.2274,0.1703,0.3694,36.49,1,0.9415,bear,0.2148,0.9965,0,-0.0171
0.6314,0.7985,0.7404,13.79,0,0.7149,bull,0.8549,0.9976,1,0.0541
0.2594,0.7447,0.4567,33.55,2,0.8579,sideways,0.5151,0.9801,0,-0.0023
0.5744,0.4487,0.3317,39.02,1,0.2696,bear,0.3369,0.9951,0,-0.0198
0.9179,0.753,0.8425,19.07,0,0.2493,bull,0.9583,0.9977,1,0.0988
0.1028,0.3019,0.1302,75.91,3,0.0658,crisis,0.057,0.9961,0,-0.0028
0.4912,0.2273,0.6561,26.27,2,0.0423,sideways,0.4902,0.9844,0,-0.0283
0.1435,0.6548,0.3464,45.04,1,0.5018,bear,0.286,0.9779,0,-0.0143
0.3454,0.4708,0.6462,19.92,2,0.2976,sideways,0.5265,0.9924,0,-0.0039
0.7649,0.4129,0.5454,25.02,2,0.8217,sideways,0.6022,0.9895,0,-0.0193
0.1678,0.4308,0.116,85.68,3,0.395,crisis,0.069,0.9905,0,-0.0114
0.5699,0.0,0.313,30.21,1,0.9897,bear,0.2477,0.9728,0,-0.017
0.194,0.1966,0.0623,44.28,1,0.648,bear,0.1514,0.998,0,-0.0054
0.5202,0.573,1.0,16.65,0,0.5903,bull,0.8084,0.9769,1,0.0253
0.0899,0.2952,0.3201,39.13,1,0.8137,bear,0.2008,0.9947,0,0.0119
1.0,0.6471,0.8809,19.62,0,0.5565,bull,0.9602,0.9893,1,0.1132
0.654,1.0,0.7397,17.11,0,0.4109,bull,0.9263,0.9892,1,0.0853
0.729,0.7557,0.5721,5.14,0,0.0996,bull,0.8403,0.9967,1,0.0638
0.6179,0.8095,0.8151,15.07,0,0.2867,bull,0.8733,0.9958,1,0.1043
0.7491,0.4084,0.7165,20.85,0,0.4799,bull,0.7418,0.9882,1,0.0107
0.7359,0.8151,1.0,21.04,0,0.2333,bull,0.9588,0.9939,1,0.0944
0.8281,0.3205,0.5925,18.25,0,0.3223,bull,0.7076,0.9785,1,0.0447
0.7933,0.7068,0.7492,15.51,0,0.737,bull,0.8787,0.9994,1,0.0546
0.1271,0.0,0.088,86.96,3,0.6697,crisis,0.0239,0.9986,0,-0.0118
0.3894,0.2731,0.223,34.91,1,0.5829,bear,0.2465,0.9976,0,-0.014
0.1683,0.237,0.1622,81.49,3,0.9957,crisis,0.057,0.9994,0,-0.0252
0.43,0.0243,0.4967,50.02,1,0.0147,bear,0.2348,0.9782,0,-0.0287
0.6105,0.6493,0.6887,16.16,2,0.9111,sideways,0.6759,0.9995,0,-0.0082
0.8542,0.8473,0.8114,12.87,0,0.4308,bull,0.9706,0.9998,1,0.1139
0.2494,0.1269,0.0716,67.72,3,0.6603,crisis,0.0538,0.9972,0,0.0036
0.8926,0.696,0.7201,6.16,0,0.4673,bull,0.917,0.9962,1,0.0817
0.1213,0.2818,0.537,35.2,1,0.8198,bear,0.2467,0.9853,0,-0.0076
0.4497,0.2941,0.1952,45.1,1,0.1715,bear,0.248,0.9945,0,-0.0004
0.7894,0.6993,0.9234,17.57,0,0.0549,bull,0.9213,0.9958,1,0.0602
0.8447,0.8899,0.5644,5.0,0,0.6654,bull,0.9246,0.9896,1,0.0641
0.7346,0.902,0.6164,17.78,0,0.8032,bull,0.8837,0.9931,1,0.0189
0.327,0.1687,0.7197,26.08,1,0.0951,bear,0.3077,0.9732,0,-0.0101
0.0,0.0675,0.0,98.01,3,0.9365,crisis,0.007,0.9995,0,-0.0136
0.1289,0.1436,0.0368,85.55,3,0.7992,crisis,0.0338,0.9989,0,-0.0036
0.8877,0.4564,0.9203,20.1,0,0.6843,bull,0.8661,0.9777,1,0.0686
0.6343,0.5409,0.2609,19.09,2,0.5716,sideways,0.5391,0.9874,0,-0.0148
0.3128,0.4542,0.0,40.56,1,0.885,bear,0.2235,0.982,0,-0.0182
0.3832,0.3765,0.5102,22.62,2,0.4486,sideways,0.4715,0.9981,0,-0.0065
0.7779,0.8243,1.0,15.68,0,0.112,bull,0.9857,0.9954,1,0.1176
0.2464,0.4167,0.2061,66.56,3,0.9625,crisis,0.0902,0.9958,0,-0.007
0.5377,0.6223,0.369,26.33,2,0.5375,sideways,0.5507,0.9945,0,-0.0099
0.4259,0.3119,0.3245,47.34,1,0.9646,bear,0.267,0.9987,0,-0.0033
0.3459,0.0,0.204,75.44,3,0.5082,crisis,0.0575,0.9899,0,-0.0118
0.1455,0.587,0.4813,15.83,2,0.8514,sideways,0.4663,0.9823,0,-0.0096
0.1207,0.0,0.1588,80.8,3,0.9281,crisis,0.0314,0.9977,0,-0.0155
0.5393,0.5162,0.6568,19.48,2,0.3041,sideways,0.6016,0.9981,0,-0.002
0.703,1.0,0.6845,11.58,0,0.7578,bull,0.9369,0.9895,1,0.0854
0.1908,0.0003,0.4455,14.37,1,0.8802,bear,0.208,0.9834,0,-0.0172
0.5487,0.7284,0.4216,17.74,0,0.5131,bull,0.7037,0.9921,1,0.0539
0.0,0.1786,0.2016,84.4,3,0.5711,crisis,0.0382,0.9959,0,-0.0247
0.0586,0.5505,0.1356,39.73,1,0.5068,bear,0.2149,0.9767,0,-0.0037
0.1246,0.1968,0.4783,30.79,1,0.0115,bear,0.2239,0.9884,0,-0.015
0.581,0.5452,0.9278,22.03,0,0.8119,bull,0.7898,0.9851,1,0.0631
0.8298,0.801,0.6491,16.19,0,0.0468,bull,0.8938,0.9969,1,0.0529
0.1562,0.2326,0.0878,32.27,1,0.4733,bear,0.1681,0.9983,0,-0.0171
0.922,1.0,0.7451,17.91,0,0.8426,bull,1.0,0.9943,1,0.0887
0.1902,0.366,0.4537,20.7,2,0.3802,sideways,0.3992,0.994,0,-0.011
0.7078,0.5851,0.8016,8.18,0,0.5957,bull,0.8349,0.9961,1,0.083
0.662,1.0,0.7027,12.6,0,0.648,bull,0.9262,0.9887,1,0.074
0.6795,0.8214,0.7437,19.94,0,0.1578,bull,0.8697,0.9983,1,0.0832
0.5047,0.5559,0.6795,23.28,2,0.6743,sideways,0.6031,0.9973,0,-0.0072
0.3634,0.0195,0.8143,50.28,1,0.7915,bear,0.2751,0.947,0,-0.0037
0.2957,0.0,0.2469,45.76,1,0.4235,bear,0.1623,0.9916,0,-0.0182
0.0668,0.0991,0.2272,87.56,3,0.1504,crisis,0.0376,0.9976,0,-0.0083
0.4149,0.4456,0.5149,21.09,2,0.3921,sideways,0.5053,0.9991,0,-0.0057
0.1061,0.2294,0.195,71.05,3,0.6703,crisis,0.0578,0.9986,0,-0.0272
0.3673,0.7351,0.246,26.59,2,0.6646,sideways,0.5023,0.9784,0,-0.0273
0.634,0.6251,1.0,15.13,0,0.0431,bull,0.8683,0.9847,1,0.0694
0.6097,0.8044,0.6731,13.85,0,0.7134,bull,0.83,0.9967,1,0.0588
0.858,0.8524,0.6164,11.86,0,0.7905,bull,0.9193,0.9937,1,0.0693
0.5275,0.636,0.5295,9.05,2,0.4235,sideways,0.6179,0.9987,0,-0.0024
0.5477,0.557,0.7798,14.58,0,0.044,bull,0.7526,0.9942,1,0.068
0.4084,0.355,0.4533,24.89,2,0.6423,sideways,0.455,0.9992,0,-0.0037
0.7631,0.9652,0.9217,18.94,0,0.2841,bull,1.0,0.9962,1,0.0764
0.6175,0.4696,0.4408,16.59,2,0.6909,sideways,0.5614,0.997,0,-0.0117
0.2061,0.284,0.2654,47.21,1,0.3333,bear,0.2048,0.9994,0,-0.0045
0.7058,0.5525,0.449,18.85,0,0.107,bull,0.7032,0.9944,1,0.0422
0.1324,0.3258,0.0211,75.56,3,0.581,crisis,0.0538,0.9921,0,-0.0196
0.5984,0.1661,0.6206,23.81,2,0.6586,sideways,0.4988,0.9781,0,-0.0192
0.31,0.0697,0.3855,53.2,1,0.1817,bear,0.1963,0.9909,0,-0.02
0.1055,0.4693,0.6882,49.94,1,0.8848,bear,0.2937,0.9711,0,-0.0043
0.1168,0.177,0.1851,73.17,3,0.702,crisis,0.0524,0.9995,0,0.0035
0.7765,0.7611,0.7257,14.7,0,0.6098,bull,0.8863,0.9998,1,0.1016
0.7719,0.7339,0.7773,13.18,0,0.2487,bull,0.8927,0.9998,1,0.0504
0.9859,0.9137,0.9374,9.64,0,0.6118,bull,1.0,0.9995,1,0.1289
1.0,0.909,0.9972,18.99,0,0.4531,bull,1.0,0.9991,1,0.0831
0.8261,0.4959,0.6604,16.58,0,0.0648,bull,0.7899,0.9909,1,0.0616
0.8195,0.3416,0.7269,17.74,0,0.5608,bull,0.7514,0.9786,1,0.0653
0.8721,0.7503,0.6931,17.51,0,0.1423,bull,0.9013,0.9972,1,0.0743
0.2401,0.2141,0.1438,67.31,3,0.3556,crisis,0.0664,0.9992,0,0.0012
0.5839,0.8154,0.5789,23.05,2,0.8255,sideways,0.6799,0.9939,0,-0.0247
0.3466,0.1867,0.4653,48.35,1,0.5426,bear,0.2476,0.9935,0,-0.0001
1.0,0.5403,0.892,18.42,0,0.5025,bull,0.9286,0.9807,1,0.1253
0.4058,0.3703,0.4703,54.21,1,0.7893,bear,0.2934,0.9991,0,0.0045
0.6271,0.6215,1.0,5.21,0,0.5346,bull,0.8818,0.9843,1,0.0747
0.3224,0.2146,0.6162,49.76,1,0.5018,bear,0.2734,0.9856,0,-0.0139
0.2048,0.3064,0.5332,46.38,1,0.8803,bear,0.257,0.9906,0,-0.0113
0.6457,0.7748,0.7978,11.38,0,0.2585,bull,0.8723,0.9978,1,0.095
0.5559,0.2598,0.3604,33.95,1,0.9906,bear,0.3037,0.9924,0,-0.0026
0.5696,0.4511,0.3885,29.24,2,0.4452,sideways,0.5095,0.9972,0,-0.0062
0.1623,0.4211,0.3459,45.59,1,0.4249,bear,0.2402,0.9941,0,-0.0002
0.0,0.0,0.5758,43.71,1,0.0634,bear,0.1599,0.9632,0,-0.0143
0.5493,0.7388,0.7976,22.2,0,0.2145,bull,0.8079,0.9944,1,0.069
0.4546,0.5609,0.6664,24.46,2,0.5865,sideways,0.5846,0.9963,0,-0.0038
0.5412,0.4128,0.3451,14.04,2,0.7248,sideways,0.5014,0.9967,0,-0.0061
0.8247,0.9189,0.8343,20.25,0,0.7555,bull,0.979,0.9991,1,0.0932
0.4156,0.0497,0.288,26.69,1,0.8149,bear,0.2251,0.9885,0,-0.0097
0.2725,0.1605,0.2222,77.73,3,0.8731,crisis,0.0657,0.999,0,-0.0157
0.472,0.677,0.6075,16.91,2,0.108,sideways,0.6212,0.9964,0,-0.0239
0.781,0.5836,0.7234,7.73,0,0.7197,bull,0.8379,0.9966,1,0.0884
0.4855,0.5082,0.3751,18.61,2,0.3417,sideways,0.5139,0.9983,0,-0.0088
0.0887,0.1176,0.2886,57.5,3,0.0438,crisis,0.0593,0.9961,0,-0.0082
0.6322,0.9673,0.7229,9.76,0,0.5563,bull,0.9153,0.99,1,0.0787
0.8024,1.0,0.4335,9.0,0,0.3325,bull,0.9035,0.9724,1,0.1068
0.2737,0.5014,0.4275,16.8,2,0.0219,sideways,0.4642,0.9955,0,-0.0117
0.7001,0.9114,0.9492,17.13,0,0.9064,bull,0.9718,0.994,1,0.0896
0.7888,0.861,0.9003,16.85,0,0.3021,bull,0.9714,0.9989,1,0.1248
0.6575,0.928,0.8557,11.95,0,0.1246,bull,0.9449,0.9935,1,0.0936
0.7952,0.6716,0.7271,7.38,0,0.3179,bull,0.8749,0.9987,1,0.0612
0.7142,0.5855,0.6217,20.31,0,0.1932,bull,0.7646,0.9985,1,0.0508
1.0,0.7445,0.906,13.96,0,0.0283,bull,1.0,0.9944,1,0.0868
0.3394,0.5091,0.2822,49.47,1,0.4021,bear,0.2806,0.9954,0,-0.0074
0.7353,0.6906,0.6002,14.94,0,0.7556,bull,0.8112,0.9984,1,0.0753
0.3444,0.2868,0.445,46.95,1,0.9116,bear,0.2661,0.9979,0,-0.0099
0.6103,0.5205,0.4645,22.34,2,0.7724,sideways,0.5718,0.9982,0,-0.0104
0.7078,0.7311,0.7751,9.48,0,0.2587,bull,0.8754,0.9996,1,0.0817
0.577,0.0541,0.1995,72.8,1,0.753,bear,0.196,0.9757,0,-0.0182
0.493,0.2043,0.312,43.69,1,0.5467,bear,0.2601,0.9929,0,-0.0057
0.0,0.1779,0.1097,56.37,3,0.7295,crisis,0.0439,0.9973,0,0.0012
0.1839,0.8223,0.5925,13.2,2,0.4617,sideways,0.5802,0.9651,0,0.0034
0.1874,0.109,0.0,36.36,1,0.0969,bear,0.1291,0.997,0,-0.0175
0.8727,0.9334,0.5639,16.35,0,0.2709,bull,0.9295,0.9869,1,0.0491
0.3412,0.6824,0.0,34.85,1,0.9953,bear,0.2834,0.9612,0,-0.0027
0.6268,0.3588,0.721,15.92,2,0.8397,sideways,0.6021,0.9882,0,0.0067
0.3703,0.5042,0.3742,51.57,1,0.9191,bear,0.3,0.9981,0,-0.0029
0.4717,0.2434,0.12,44.21,1,0.9472,bear,0.2298,0.9894,0,-0.0167
0.2097,0.581,0.4245,50.77,1,0.6165,bear,0.292,0.9884,0,0.0007
0.3926,0.6234,0.0,35.02,1,0.8048,bear,0.2816,0.9669,0,-0.017
0.5436,0.7226,0.774,24.88,0,0.9753,bull,0.789,0.9951,1,0.0759
0.6739,0.7989,0.476,15.71,0,0.6185,bull,0.7903,0.9912,1,0.0598
0.1647,0.2098,0.1615,35.67,1,0.9303,bear,0.1744,0.9998,0,-0.0033
0.9051,0.802,0.6843,11.69,0,0.3124,bull,0.938,0.9959,1,0.0795
0.467,0.3692,0.6581,18.99,2,0.0903,sideways,0.5369,0.9928,0,-0.0024
0.54,0.5623,0.8789,19.37,0,0.2612,bull,0.7721,0.988,1,0.0304
0.7955,0.7659,0.6438,16.78,0,0.6599,bull,0.8673,0.9978,1,0.0418
0.611,0.8198,0.7544,15.41,0,0.6137,bull,0.8564,0.9962,1,0.0678
0.5805,0.5878,0.6187,20.63,2,0.6795,sideways,0.6242,0.9999,0,-0.0139
0.6664,0.4886,0.6896,11.97,0,0.6875,bull,0.7486,0.996,1,0.0818
0.143,0.4575,0.2465,42.94,1,0.3613,bear,0.2291,0.9914,0,-0.006
0.0872,0.09,0.0518,41.2,1,0.3815,bear,0.108,0.9998,0,-0.0191
0.4976,0.1333,0.0,41.66,1,0.3513,bear,0.1938,0.9779,0,-0.0019
0.9945,0.6541,0.6725,14.93,0,0.0786,bull,0.9089,0.9878,1,0.0901
0.1307,0.2011,0.2901,45.46,1,0.0619,bear,0.1777,0.9979,0,-0.0114
0.3596,0.5508,0.4933,19.76,2,0.5378,sideways,0.5168,0.9968,0,-0.0208
0.596,0.3578,0.7425,14.1,2,0.8075,sideways,0.6006,0.9874,0,-0.0024
0.4638,0.2483,0.6668,5.0,0,0.3144,bull,0.6013,0.9854,0,-0.0027
0.2967,0.5302,0.2666,47.43,1,0.7094,bear,0.2755,0.9931,0,-0.0127
0.6189,0.6186,0.5694,16.94,0,0.5147,bull,0.7339,0.9997,1,0.0406
0.735,1.0,0.6895,16.57,0,0.3724,bull,0.9407,0.9906,1,0.0871
0.9236,0.7477,0.7093,26.46,0,0.4855,bull,0.9074,0.9956,1,0.0643
0.7209,0.8833,0.6273,18.83,0,0.5941,bull,0.8738,0.9944,1,0.0652
0.4505,0.4454,0.282,35.0,1,0.3011,bear,0.3057,0.9969,0,-0.0139
0.7478,0.8777,0.7981,17.69,0,0.5304,bull,0.9322,0.9986,1,0.0934
0.4269,0.2099,0.333,45.28,1,0.1789,bear,0.2495,0.9961,0,-0.0144
0.9018,0.8981,0.9309,11.18,0,0.3763,bull,1.0,0.9999,1,0.107
0.9139,1.0,0.5237,14.99,0,0.8652,bull,0.9575,0.9785,1,0.0877
0.7386,0.1686,0.3429,27.17,2,0.7406,sideways,0.4671,0.9716,0,-0.0147
0.1048,0.5524,0.0136,55.22,1,0.4349,bear,0.1874,0.9723,0,-0.0256
0.0836,0.29,0.1303,47.72,1,0.05,bear,0.1562,0.9961,0,0.008
0.4767,0.7442,0.5486,24.78,2,0.2621,sideways,0.6163,0.9936,0,-0.0335
0.8454,0.7966,0.696,24.48,0,0.7905,bull,0.8969,0.9981,1,0.0695
0.5087,0.8564,0.5364,15.38,0,0.4236,bull,0.7711,0.9876,1,0.081
0.8248,0.6505,0.6973,21.33,0,0.7563,bull,0.8452,0.9973,1,0.0446
0.8663,1.0,0.8315,13.81,0,0.8925,bull,1.0,0.9974,1,0.0968
0.2279,0.1198,0.3236,51.79,1,0.7825,bear,0.1803,0.9965,0,0.0061
0.4565,0.2122,0.9945,15.29,0,0.3189,bull,0.6628,0.9466,0,-0.0089
0.8252,0.6626,1.0,17.46,0,0.7813,bull,0.9432,0.9905,1,0.0797
0.4463,0.4785,0.3834,28.45,2,0.0289,sideways,0.4806,0.9992,0,-0.0088
0.5744,0.781,0.9659,20.3,0,0.857,bull,0.8828,0.9872,1,0.0614
0.5836,0.9855,0.5064,16.85,0,0.7989,bull,0.8303,0.9779,1,0.0547
0.697,0.3418,0.3805,23.09,2,0.7833,sideways,0.5222,0.9873,0,-0.002
0.7039,0.5709,0.5524,25.25,2,0.1843,sideways,0.6327,0.9977,0,-0.0237
0.1681,0.0,0.0,53.42,1,0.7006,bear,0.0842,0.9969,0,0.0043
0.8334,0.776,0.7627,15.28,0,0.3965,bull,0.9207,0.9995,1,0.118
0.9824,0.583,0.9163,21.15,0,0.6082,bull,0.9395,0.9847,1,0.1009
0.8081,0.7707,0.5277,7.15,0,0.0537,bull,0.8566,0.9923,1,0.087
0.1349,0.0,0.0,40.24,1,0.6753,bear,0.0911,0.998,0,-0.0063
0.8182,0.8701,0.6913,15.54,0,0.1867,bull,0.9269,0.9972,1,0.1023
0.8196,0.583,0.7949,5.08,0,0.2941,bull,0.8762,0.9944,1,0.0752
0.0882,0.3778,0.0523,76.17,3,0.7982,crisis,0.0566,0.9894,0,-0.0143
0.2163,0.3255,0.2164,63.52,1,0.8814,bear,0.1899,0.9987,0,-0.0297
0.3947,0.233,0.2899,48.02,1,0.4739,bear,0.2371,0.9978,0,-0.0
0.3398,0.4503,0.3093,34.66,1,0.7638,bear,0.2886,0.9982,0,-0.0109
0.4729,0.1679,0.0834,51.19,1,0.3901,bear,0.2004,0.986,0,-0.0066
0.6344,0.6534,0.7227,15.03,0,0.1769,bull,0.7986,0.9993,1,0.0727
0.4392,0.6047,0.42,28.33,2,0.0999,sideways,0.5257,0.9966,0,0.0069
0.6215,0.4549,0.8967,16.29,0,0.9724,bull,0.7736,0.9834,1,0.0657
0.2018,0.2235,0.231,48.04,1,0.9565,bear,0.1843,0.9999,0,-0.0225
0.2851,0.0,0.1969,44.03,1,0.5171,bear,0.1531,0.9929,0,-0.0049
0.8385,0.8522,0.5276,21.32,0,0.06,bull,0.8707,0.9888,1,0.0612
0.4142,0.5403,0.4494,21.81,2,0.9794,sideways,0.516,0.9986,0,-0.0045
0.6355,0.6633,0.7269,19.79,0,0.4746,bull,0.7954,0.9993,1,0.0498
0.2237,0.0457,0.1181,31.49,1,0.3961,bear,0.1492,0.9973,0,-0.017
0.739,0.6036,0.6916,15.25,2,0.9916,sideways,0.7028,0.9984,1,0.0016
0.7975,1.0,0.6772,15.51,0,0.8746,bull,0.9606,0.9911,1,0.0607
0.7542,0.675,0.436,9.81,0,0.5955,bull,0.774,0.9909,1,0.0325
0.0,0.0413,0.2009,68.67,3,0.4441,crisis,0.0329,0.9962,0,0.0015
0.4456,0.5489,0.5746,27.67,2,0.0136,sideways,0.5505,0.9984,0,-0.0172
0.5664,0.358,0.7583,14.8,2,0.4461,sideways,0.5947,0.9866,0,-0.0062
0.3059,0.0,0.2095,65.07,3,0.4085,crisis,0.059,0.9918,0,0.0133
0.4663,0.3965,0.5818,9.55,0,0.1641,bull,0.621,0.9971,0,-0.0048
0.77,0.6733,0.5351,20.05,2,0.0761,sideways,0.6867,0.9954,0,-0.0161
0.5587,0.4687,0.5284,16.3,2,0.9195,sideways,0.5659,0.9993,0,-0.022
0.7538,0.7007,0.6606,11.17,0,0.5288,bull,0.845,0.9993,1,0.0802
0.8182,1.0,0.9571,9.03,0,0.7597,bull,1.0,0.997,1,0.0962
0.0953,0.0,0.7391,59.8,1,0.228,bear,0.1916,0.9461,0,-0.0163
0.9365,0.9783,0.4619,19.25,0,0.5887,bull,0.9327,0.9726,1,0.0767
0.8075,1.0,0.9878,14.36,0,0.7526,bull,1.0,0.9961,1,0.1284
0.4617,0.8007,0.8291,18.53,0,0.5541,bull,0.8144,0.9861,1,0.0527
0.1882,0.2784,0.0,71.84,3,0.6356,crisis,0.0547,0.9933,0,-0.019
0.8493,0.9756,0.6582,9.56,0,0.2647,bull,0.9748,0.9915,1,0.0973
0.127,0.2047,0.2336,50.8,1,0.3098,bear,0.1622,0.999,0,-0.0068
0.7742,1.0,0.7905,12.91,0,0.5575,bull,0.9896,0.9947,1,0.092
0.3854,0.3472,0.2916,25.67,2,0.5035,sideways,0.4042,0.9993,0,-0.0172
